Skill Name,ID,Mechanic,Class,Skill Line,Set Name,#,Description,Equations
Nocturnal Inspiration 1,263603,Werewolf,Nightblade,Class Mastery,,3,The Night Mistress rewards those who strike without reservation.  Upgrades rank 2 of <<1>> to have a chance to generate <<2>> Ultimate. This effect can occur once every <<3>> and the chance is equal to your Weapon Critical chance.,<<1>> = Hemorrhage (Constant) <<2>> = 2 (Constant) <<3>> = 0.3 seconds (Constant)
Nocturnal's Favor,106803,Werewolf,,,Nocturnal's Favor,3,"Whenever you successfully Dodge, you heal yourself for <<1>> Health over <<2>>. This effect can occur every <<3>> and scales off the higher of your Max Magicka or Stamina.","<<1>> = 0.039234 MaxStat  (Ultimate, Heal, SingleTarget, DOT, 5s duration, 1s tick, R2 = 1) <<2>> = 5 seconds (Constant) <<3>> = 5 seconds (Constant)"
Nocturnal's Ploy,176917,Magicka,,,Nocturnal's Ploy,1,"When you directly apply a Major Debuff to an enemy, remove a Major Buff with a duration from the target. When you directly apply a Minor Debuff, remove a Minor Buff from the target. These effects can both occur once every <<1>> and a target can be affected once every <<1>>.  This does not apply to abilities with delays.",<<1>> = 15 seconds (Constant)
Northern Storm 1,86113,Adrenaline,Warden,Winter's Embrace,,9,"Twist a violent storm around you, dealing <<1>> every <<2>> for <<3>> to enemies around you and reducing their Movement Speed by <<4>>. As the storm holds, your damage done increases by <<5>>, reduced to <<6>> while Battle Spirit is active, every <<2>> for <<7>>, up to <<8>> stacks max.  You and nearby allies gain Major Protection, reducing your damage taken by <<9>>.","<<1>> = 0.05165 MaxStat + 0.542325 MaxPower  (Ultimate, ratio = 10.50, RankMod(1), Dmg, Frost, AOE, DOT, 1s tick, R2 = 1) <<2>> = 1 second (Constant) <<3>> = 8 seconds (Constant) <<4>> = 40% (Constant) <<5>> = 4% (Constant) <<6>> = 1% (Constant) <<7>> = 12 seconds (Constant) <<8>> = 9 (Constant) <<9>> = 10% (Constant)"
Northern Storm 2,86114,Adrenaline,Warden,Winter's Embrace,,9,"Twist a violent storm around you, dealing <<1>> every <<2>> for <<3>> to enemies around you and reducing their Movement Speed by <<4>>. As the storm holds, your damage done increases by <<5>>, reduced to <<6>> while Battle Spirit is active, every <<2>> for <<7>>, up to <<8>> stacks max.  You and nearby allies gain Major Protection, reducing your damage taken by <<9>>.","<<1>> = 0.05221815 MaxStat + 0.548290575 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.011), Dmg, Frost, AOE, DOT, 1s tick, R2 = 1) <<2>> = 1 second (Constant) <<3>> = 8 seconds (Constant) <<4>> = 40% (Constant) <<5>> = 4% (Constant) <<6>> = 1% (Constant) <<7>> = 12 seconds (Constant) <<8>> = 9 (Constant) <<9>> = 10% (Constant)"
Northern Storm 3,86115,Adrenaline,Warden,Winter's Embrace,,9,"Twist a violent storm around you, dealing <<1>> every <<2>> for <<3>> to enemies around you and reducing their Movement Speed by <<4>>. As the storm holds, your damage done increases by <<5>>, reduced to <<6>> while Battle Spirit is active, every <<2>> for <<7>>, up to <<8>> stacks max.  You and nearby allies gain Major Protection, reducing your damage taken by <<9>>.","<<1>> = 0.0527863 MaxStat + 0.55425615 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.022), Dmg, Frost, AOE, DOT, 1s tick, R2 = 1) <<2>> = 1 second (Constant) <<3>> = 8 seconds (Constant) <<4>> = 40% (Constant) <<5>> = 4% (Constant) <<6>> = 1% (Constant) <<7>> = 12 seconds (Constant) <<8>> = 9 (Constant) <<9>> = 10% (Constant)"
Northern Storm 4,86116,Adrenaline,Warden,Winter's Embrace,,9,"Twist a violent storm around you, dealing <<1>> every <<2>> for <<3>> to enemies around you and reducing their Movement Speed by <<4>>. As the storm holds, your damage done increases by <<5>>, reduced to <<6>> while Battle Spirit is active, every <<2>> for <<7>>, up to <<8>> stacks max.  You and nearby allies gain Major Protection, reducing your damage taken by <<9>>.","<<1>> = 0.05335445 MaxStat + 0.560221725 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.033), Dmg, Frost, AOE, DOT, 1s tick, R2 = 1) <<2>> = 1 second (Constant) <<3>> = 8 seconds (Constant) <<4>> = 40% (Constant) <<5>> = 4% (Constant) <<6>> = 1% (Constant) <<7>> = 12 seconds (Constant) <<8>> = 9 (Constant) <<9>> = 10% (Constant)"
Nothing Wasted 1,263448,Werewolf,Necromancer,Class Mastery,,6,"As an abattoir of death, no remnants of life are wasted.  Upgrades rank 2 of <<1>> to also grant a stack of <<2>> for <<3>>, which increases your Max Health by <<4>> and Weapon and Spell Damage by <<5>> per stack, up to <<6>> times. Stacks decay three at a time instead of all at once.",<<1>> = Corpse Consumption (Constant) <<2>> = Nothing Wasted (Constant) <<3>> = 15 seconds (Constant) <<4>> = 2% (Constant) <<5>> = 2% (Constant) <<6>> = 10 (Constant)
Nova 1,21752,Adrenaline,Templar,Dawn's Wrath,,7,"Call down a fragment of the sun, dealing <<1>> every <<2>> for <<3>> to enemies in the area and afflicting them with Major Maim, reducing their damage done by <<4>>.  An ally near the fragment can activate the <<5>> synergy, dealing <<6>> to all enemies in the area and stunning them for <<7>>.","<<1>> = 0.0499473 MaxStat + 0.525132 MaxPower - 0.520496  (Ultimate, ratio = 10.51, Dmg, Magic, AOE, DOT, 1s tick, R2 = 1) <<2>> = 1 second (Constant) <<3>> = 8 seconds (Constant) <<4>> = 10% (Constant) <<5>> = Supernova (Constant) <<6>> = 0.1159 MaxStat + 1.217 MaxPower  (Ultimate, ratio = 10.50, Dmg, Magic, AOE, Direct, Melee, R2 = 1) <<7>> = 3 seconds (Constant)"
Nova 2,24044,Adrenaline,Templar,Dawn's Wrath,,7,"Call down a fragment of the sun, dealing <<1>> every <<2>> for <<3>> to enemies in the area and afflicting them with Major Maim, reducing their damage done by <<4>>.  An ally near the fragment can activate the <<5>> synergy, dealing <<6>> to all enemies in the area and stunning them for <<7>>.","<<1>> = 0.0504792 MaxStat + 0.530933 MaxPower - 0.844258  (Ultimate, ratio = 10.52, Dmg, Magic, AOE, DOT, 1s tick, R2 = 0.999999) <<2>> = 1 second (Constant) <<3>> = 8 seconds (Constant) <<4>> = 10% (Constant) <<5>> = Supernova (Constant) <<6>> = 0.1159 MaxStat + 1.217 MaxPower  (Ultimate, ratio = 10.50, Dmg, Magic, AOE, Direct, Melee, R2 = 1) <<7>> = 3 seconds (Constant)"
Nova 3,24052,Adrenaline,Templar,Dawn's Wrath,,7,"Call down a fragment of the sun, dealing <<1>> every <<2>> for <<3>> to enemies in the area and afflicting them with Major Maim, reducing their damage done by <<4>>.  An ally near the fragment can activate the <<5>> synergy, dealing <<6>> to all enemies in the area and stunning them for <<7>>.","<<1>> = 0.0509907 MaxStat + 0.53683 MaxPower - 0.581556  (Ultimate, ratio = 10.53, Dmg, Magic, AOE, DOT, 1s tick, R2 = 0.999999) <<2>> = 1 second (Constant) <<3>> = 8 seconds (Constant) <<4>> = 10% (Constant) <<5>> = Supernova (Constant) <<6>> = 0.1159 MaxStat + 1.217 MaxPower  (Ultimate, ratio = 10.50, Dmg, Magic, AOE, Direct, Melee, R2 = 1) <<7>> = 3 seconds (Constant)"
Nova 4,24063,Adrenaline,Templar,Dawn's Wrath,,7,"Call down a fragment of the sun, dealing <<1>> every <<2>> for <<3>> to enemies in the area and afflicting them with Major Maim, reducing their damage done by <<4>>.  An ally near the fragment can activate the <<5>> synergy, dealing <<6>> to all enemies in the area and stunning them for <<7>>.","<<1>> = 0.0516059 MaxStat + 0.542338 MaxPower - 0.802169  (Ultimate, ratio = 10.51, Dmg, Magic, AOE, DOT, 1s tick, R2 = 0.999999) <<2>> = 1 second (Constant) <<3>> = 8 seconds (Constant) <<4>> = 10% (Constant) <<5>> = Supernova (Constant) <<6>> = 0.1159 MaxStat + 1.217 MaxPower  (Ultimate, ratio = 10.50, Dmg, Magic, AOE, Direct, Melee, R2 = 1) <<7>> = 3 seconds (Constant)"
Noxious Boulder,236726,Magicka,,,Noxious Boulder,5,"Dealing damage with a fully-charged Heavy Attack creates a 3 meter poison boulder. After <<1>> the boulder rolls forward until it hits an enemy, dealing <<2>> in a 6 meter area and creating a 6 meter pool of poison for <<3>>, dealing <<4>> and applying the Poisoned status effect each second. This effect can occur once every <<5>> and scales off the higher of your Weapon or Spell Damage.","<<1>> = 1.2 seconds (Constant) <<2>> = -2.07E-5 MaxStat + 1.05033 MaxPower - 0.989918  (Ultimate, ratio = -50740.58, Dmg, Poison, AOE, Direct, Melee, R2 = 1) <<3>> = 5 seconds (Constant) <<4>> = -2.08E-5 MaxStat + 0.730271 MaxPower - 0.0185035  (Ultimate, ratio = -35109.18, Dmg, Poison, AOE, DOT, 1s tick, R2 = 1) <<5>> = 20 seconds (Constant)"
Nunatak,167678,Werewolf,,,Nunatak,10,"On dealing Frost Damage, create a <<1>> meter area under the target for <<2>>, dealing <<3>> to enemies every <<4>> and applying a <<5>> snare for <<6>>. Enemies damaged four times become immobilized and afflicted with <<7>> for <<8>>, causing the target to take <<9>> increased Critical Damage. This effect can occur once every <<10>> and scales off the higher of your Weapon or Spell Damage.","<<1>> = 6 (Constant) <<2>> = 6 seconds (Constant) <<3>> = 4.4E-6 Magicka + 0.191169 SD - 0.200506  (Magicka, ratio = 43447.50, Dmg, Frost, AOE, DOT, 1s tick, R2 = 0.999995) <<4>> = 1 second (Constant) <<5>> = 40% (Constant) <<6>> = 4 seconds (Constant) <<7>> = Major Brittle (Constant) <<8>> = 4 seconds (Constant) <<9>> = 20% (Constant) <<10>> = 15 seconds (Constant)"
Oak Flesh,12101,Werewolf,,,,3,,<<1>> = 2 minutes (Constant) <<2>> = 100 (Constant) <<3>> = 100 (Constant)
Oak Flesh,12104,Werewolf,,,,4,,"<<1>> = 2 minutes (Constant) <<2>> = 100 (Constant) <<3>> = 100 (Constant) <<4>> = + 0.1 WD  (Stamina, Heal, SingleTarget, Direct, R2 = 1)"
Oak Flesh,50865,Werewolf,,,,4,Increase armor by <<1>> for <<2>>. Increase health regeneration by <<3>> for <<4>>.,<<1>> = 9900 (Constant) <<2>> = 20 seconds (Constant) <<3>> = 198 (Constant) <<4>> = 4 seconds (Constant)
Oak Grove,50893,Werewolf,,,,4,For nearby allies: Increase armor by <<1>> for <<2>> and health regeneration by <<3>> for <<4>>.,<<1>> = 6600 (Constant) <<2>> = 20 seconds (Constant) <<3>> = 132 (Constant) <<4>> = 4 seconds (Constant)
Oakfather's Retribution,214402,Magicka,,,Oakfather's Retribution,2,Gain <<1>> Offensive Penetration against enemies for each Major Buff they have active. Gain <<2>> Weapon and Spell Damage against enemies for each Minor Buff they have active.,<<1>> = 449 (Constant) <<2>> = 20 (Constant)
Oblivion's Edge,32809,Werewolf,,,Oblivion's Edge,2,"When you kill an enemy, you fill an empty Soul Gem and heal for <<1>> Health.  The heal can occur once every <<2>> and scales off the higher of your Max Magicka or Stamina.","<<1>> = 0.492239 MaxStat + 4.11E-5 MaxPower - 0.776738  (Ultimate, Heal, SingleTarget, Direct, R2 = 1) <<2>> = 10 seconds (Constant)"
Oblivion's Foe,32756,Werewolf,,,Oblivion's Foe,2,"When you deal damage with Soul Magic, you mark the target's soul dealing <<1>> over <<2>>, as long as they are not already marked from you. This effect scales off the higher of your Weapon or Spell Damage.","<<1>> = 8.206E-5 Magicka + 0.374536 SD - 0.567182  (Magicka, ratio = 4564.17, Dmg, Magic, SingleTarget, DOT, 8s duration, 2s tick, R2 = 0.999999) <<2>> = 10 seconds (Constant)"
Obsidian Shield,179526,Werewolf,,,,3,"Call the earth to your defense, granting a damage shield for you and nearby allies that absorbs <<1>> damage. This portion of the ability scales off your Max Health.  You also gain Major Mending, increasing your healing done by <<2>> for <<3>>.","<<1>> = 0.08 Health  (Health, DmgShield, SingleTarget, Direct, 6s duration, R2 = 1) <<2>> = 16% (Constant) <<3>> = 4 seconds (Constant)"
Obsidian Shield 1,29071,Werewolf,Dragonknight,Earthen Heart,,3,"Call the earth to your defense, granting a damage shield for you and nearby allies that absorbs <<1>> damage. This portion of the ability scales off your Max Health.  You also gain Major Mending, increasing your healing done by <<2>> for <<3>>.","<<1>> = 0.08 Health  (Health, RankMod(1), DmgShield, SingleTarget, Direct, 6s duration, R2 = 1) <<2>> = 16% (Constant) <<3>> = 4 seconds (Constant)"
Obsidian Shield 2,33862,Werewolf,Dragonknight,Earthen Heart,,3,"Call the earth to your defense, granting a damage shield for you and nearby allies that absorbs <<1>> damage. This portion of the ability scales off your Max Health.  You also gain Major Mending, increasing your healing done by <<2>> for <<3>>.","<<1>> = 0.08088 Health  (Health, RankMod(1.011), DmgShield, SingleTarget, Direct, 6s duration, R2 = 1) <<2>> = 16% (Constant) <<3>> = 4 seconds (Constant)"
Obsidian Shield 3,33864,Werewolf,Dragonknight,Earthen Heart,,3,"Call the earth to your defense, granting a damage shield for you and nearby allies that absorbs <<1>> damage. This portion of the ability scales off your Max Health.  You also gain Major Mending, increasing your healing done by <<2>> for <<3>>.","<<1>> = 0.08176 Health  (Health, RankMod(1.022), DmgShield, SingleTarget, Direct, 6s duration, R2 = 1) <<2>> = 16% (Constant) <<3>> = 4 seconds (Constant)"
Obsidian Shield 4,33866,Werewolf,Dragonknight,Earthen Heart,,3,"Call the earth to your defense, granting a damage shield for you and nearby allies that absorbs <<1>> damage. This portion of the ability scales off your Max Health.  You also gain Major Mending, increasing your healing done by <<2>> for <<3>>.","<<1>> = 0.08264 Health  (Health, RankMod(1.033), DmgShield, SingleTarget, Direct, 6s duration, R2 = 1) <<2>> = 16% (Constant) <<3>> = 4 seconds (Constant)"
Occult Overload,142010,Werewolf,,,,1,"Whenever you kill an enemy under the effect of a status effect, they violently explode for <<1>> Oblivion Damage per stage to all other enemies in a 4 meter radius, and applying a random status effect to each enemy hit. This effect can occur once every second.",<<1>> = 1037 (Constant)
Off-Hand Power Bonus,14856,Werewolf,,,,1,,<<1>> = 80% (Constant)
Offensive Scroll Bonus I,15058,Werewolf,,,,1,Increases Weapon and Spell Damage by <<1>> while in Cyrodiil.,<<1>> = 2% (Constant)
Offensive Scroll Bonus II,16348,Werewolf,,,,1,Increases Weapon and Spell Damage by <<1>> while in Cyrodiil.,<<1>> = 5% (Constant)
Oil Catapult,104700,Werewolf,,,,4,"Create a corridor of shadows, dealing <<1>> to enemies in the target area every <<2>>.  While on the path and for up to <<3>> after leaving it you gain Major Expedition, increasing your movement speed by <<4>>.","<<1>> = 0.0161938 MaxStat + 0.171448 MaxPower - 0.79054  (Ultimate, ratio = 10.59, Dmg, Magic, AOE, DOT, 1s tick, R2 = 0.999996) <<2>> = 1 second (Constant) <<3>> = 4 seconds (Constant) <<4>> = 30% (Constant)"
Oil Catapult,16788,Werewolf,,,,3,Take <<1>> and lose 20% Stamina. You are also snared by <<2>> for <<3>>,<<1>> = 6646 Flame Damage (Constant) <<2>> = 50% (Constant) <<3>> = 6 seconds (Constant)
Old Growth Brewer,181019,Magicka,,,Old Growth Brewer,2,"When you drink a potion while in combat, you gain <<1>> Health, Magicka, and Stamina Recovery for <<2>>.",<<1>> = 0 (Constant) <<2>> = 45 seconds (Constant)
On Guard,155328,Werewolf,,,,2,"<<1>> bolsters their defenses, granting a damage shield that absorbs up to 25% of their Max Health for <<2>>.",<<1>> = Your Companion (Constant) <<2>> = 6 seconds (Constant)
One with the Shadows,11690,Werewolf,,,,2,,<<1>> = 30% (Constant) <<2>> = 5 seconds (Constant)
One with the Shadows,11521,Werewolf,,,,2,,<<1>> = 20% (Constant) <<2>> = 5 seconds (Constant)
Onslaught 1,83229,Adrenaline,Weapon,Two Handed,,4,"Strike at an enemy with a vicious blow, dealing <<1>> to them and all nearby enemies.  This attack ignores the target's Resistance and grants you Physical and Spell Penetration for direct damage attacks equal to <<2>> of the amount ignored from the initial target and if Battle Spirit is inactive you gain <<3>> Critical Chance for <<4>>.","<<1>> = 0.15495 MaxStat + 1.62698 MaxPower  (Ultimate, ratio = 10.50, Dmg, Physical, SingleTarget, Direct, Melee, 0.4s cooldown, R2 = 1) <<2>> = 85% (Constant) <<3>> = 100% (Constant) <<4>> = 8 seconds (Constant)"
Onslaught 2,86278,Adrenaline,Weapon,Two Handed,,4,"Strike at an enemy with a vicious blow, dealing <<1>> to them and all nearby enemies.  This attack ignores the target's Resistance and grants you Physical and Spell Penetration for direct damage attacks equal to <<2>> of the amount ignored from the initial target and if Battle Spirit is inactive you gain <<3>> Critical Chance for <<4>>.","<<1>> = 0.15495 MaxStat + 1.62698 MaxPower  (Ultimate, ratio = 10.50, Dmg, Physical, SingleTarget, Direct, Melee, 0.4s cooldown, R2 = 1) <<2>> = 90% (Constant) <<3>> = 100% (Constant) <<4>> = 8 seconds (Constant)"
Onslaught 3,86281,Adrenaline,Weapon,Two Handed,,4,"Strike at an enemy with a vicious blow, dealing <<1>> to them and all nearby enemies.  This attack ignores the target's Resistance and grants you Physical and Spell Penetration for direct damage attacks equal to <<2>> of the amount ignored from the initial target and if Battle Spirit is inactive you gain <<3>> Critical Chance for <<4>>.","<<1>> = 0.15495 MaxStat + 1.62698 MaxPower  (Ultimate, ratio = 10.50, Dmg, Physical, SingleTarget, Direct, Melee, 0.4s cooldown, R2 = 1) <<2>> = 95% (Constant) <<3>> = 100% (Constant) <<4>> = 8 seconds (Constant)"
Onslaught 4,86284,Adrenaline,Weapon,Two Handed,,4,"Strike at an enemy with a vicious blow, dealing <<1>> to them and all nearby enemies.  This attack ignores the target's Resistance and grants you Physical and Spell Penetration for direct damage attacks equal to <<2>> of the amount ignored from the initial target and if Battle Spirit is inactive you gain <<3>> Critical Chance for <<4>>.","<<1>> = 0.15495 MaxStat + 1.62698 MaxPower  (Ultimate, ratio = 10.50, Dmg, Physical, SingleTarget, Direct, Melee, 0.4s cooldown, R2 = 1) <<2>> = 100% (Constant) <<3>> = 100% (Constant) <<4>> = 8 seconds (Constant)"
Opportunist 1,36247,Werewolf,Breton,Breton Skills,,1,Increases your experience gain with the Light Armor skill line by 15%.  Increases your Alliance Points gained by <<1>>.,<<1>> = 1% (Constant)
