family,page,version,note
skills,Online:Lightning Splash,8.3.5,* Conduit: Increased the damage of this synergy by 20% to ensure it stands up to other synergies' power when accounting for the fact that it also only does damage.
skills,Online:Lightning Splash,9.3.5,"* Increased the radius size of this ability and its morphs by an additional 2 meters, as they were significantly smaller than other class-based Area of Effect Damage over Time abilities with no real power justification for doing so."
skills,Online:Lightning Splash,11.0.5,* This ability and its morphs’ synergy can now be self synergized.
skills,Online:Living Vines,5.3.4,* Fixed an issue where you would slowly turn to your target receiving the cast if they ran out of your field of vision while activating. You will now immediately snap to their direction and cast the ability.
skills,Online:Long Shots,1.2.3,* This passive ability's bonus is now applied to enemies greater than 40 meters away.
skills,Online:Long Shots,2.6.5,"* Fixed an issue where Rank 2 of this passive ability was increasing all damage done instead of only Bow ability damage done, and was also granting a higher damage done bonus than described on the tooltip."
skills,Online:Long Shots,9.1.5,"*This passive now increases your damage done by 2/5% against enemies within 15 meters of you and increases your Critical Chance by 657/1314 against enemies that are further than 15 meters from you, rather than increasing your damage done with Bow attacks by 6/12% based on how far away you are *Renamed this passive to ""Vinedusk Training"" to accurately adjust its implications to its new functionality, with a flavorful lore twist. **Developer Comment: In order to help Bows feel more like additional tools for your character rather than their own isolated play style, we're expanding out this bonus two-fold to help it become a more viable option for different builds. Since this passive previously only enhanced other Bow attacks, it created situations where the weapon heavily dissuaded you to use other skills, making it feel restrictive rather than additive. By opening the bonus to work with any attack, we hope to help it feel more like other weapons as a way to synergize and play off your other actions. In addition, this passive's mini game was creating situations that heavily punished many different encounters both in PvP and PvE, where you had to maximize your range at all times from the target. By granting two individual bonuses for close range and further range, we can help enable more consistent power to the weapon, each with their own advantages, without creating frustrating game play experiences that further harmed synergy with other actions like class skills or group coordination."
skills,Online:Lotus Flower,3.0.8,"* This ability and its morphs will now critically strike based on your highest critical strike rating, instead of only your Spell Critical rating."
skills,Online:Lotus Flower,3.2.5,"* This ability and its morphs will now restore health on partially-charged Heavy Attacks, equal to the amount of health restored on Light Attacks."
skills,Online:Lotus Flower,5.0.5,* Increased the radius of the heal from this ability and its morphs to 28 meters from 12 meters to aid in better distributing the healing potential to group members.
skills,Online:Lotus Flower,7.3.5,"* Reduced the cost of this ability and its morphs to 1350, down from 2970. * The base ability now grants Major Prophecy and Savagery while active. ** Green Lotus (morph): This morph now increases the number of targets healed to 2, up from 1. It also increases the healing of the Light Attack portion to 1500, up from 1320, and the Heavy Attack portion to 4500, up from 3960, at rank 4. ** Lotus Blossom (morph): This morph now increases the duration of the effects to 60 seconds at rank 4, up from 20."
skills,Online:Lotus Flower,11.0.5,"* Decreased the healing done from fully-charged Heavy Attacks from this ability and its morphs to be 2.3 times stronger than the Light Attack value, rather than 3 times stronger, resulting in a ~23% healing reduction."
skills,Online:Low Slash,1.3.3,* Crippling Slash: This ability now has a visual effect to indicate that your target is immobilized.
skills,Online:Low Slash,1.5.2,* Low Slash: This ability now reduces enemy damage by 15%. * Crippling Slash: This ability now adds 5 Ultimate on hit. * Deep Slash: This ability now hits up to three enemies.
skills,Online:Low Slash,1.6.5,"* All ranks and morphs of Low Slash now apply the buff Minor Maim for 12 seconds. * Crippling Slash: This ability now applies the buff Minor Heroism for 8 seconds, as well as the buff Minor Maim for 12 seconds."
skills,Online:Low Slash,3.3.5,"* Fixed an issue where the snare from this ability and its morphs could be blocked. * Reduced the duration of the snare applied by this ability and its morphs to 4 seconds from 12 seconds. **Developer Comment: Powerful snares should have a short duration, while weaker snares should have a long duration; Low Slash fell outside of this ruleset and needed to be adjusted. We have plans to do a more comprehensive pass on snare durations in the future."
skills,Online:Low Slash,4.0.5,* Deep Slash: Fixed an issue where this morph would fail to apply Minor Maim to the primary target if it hit more than one enemy.
skills,Online:Low Slash,5.1.5,"* Reduced the damage dealt from this ability and the Heroic Slash morph by approximately 31%. These two abilities will also no longer snare targets. * Heroic Slash: The Minor Heroism granted from this morph will now last 12 seconds, up from 9 seconds, to better match the duration of the other bonuses. * Deep Slash: ** This ability now hits all targets in a 6 meter radius of your target, instead of only 2 targets in a 5 meter radius. ** This morph now deals the same damage to all targets hit, and deals our AoE damage standard. ** This morph also retains the 30% snare."
skills,Online:Low Slash,9.0.5,"* This ability and morphs' secondary effects now last 15 seconds, up from 12."
skills,Online:Lunar Blessings,4.3.5,"* Stealthy: Reduce detection radius by 3m and Increase damage from Stealth by 10% → Lunar Blessings: Increases your Max Health, Magicka, and Stamina by 825."
skills,Online:Lunar Blessings,6.3.5,"* Increased the Max Health, Magicka, and Stamina granted from this passive to 915, up from 825."
skills,Online:Magelight,1.4.3,* Fixed an issue where the UI wasn't updating the Spell Critical Strike rating when it was being activated near an enemy.
skills,Online:Magelight,1.4.4,* This ability will now reveal enemies to the caster instead of removing stealth or invisibility from the enemy.
skills,Online:Magelight,1.6.5,"* Magelight now grants you the buff Major Spell Crit when toggled on, instead of revealing stealthed enemies. * Radiant Magelight (morph): This ability now reveals all enemies within 12 meters of the caster, and reduces the amount of damage nearby allies will take from stealth attacks. We also edited the tooltip to clarify that it's active, you are immune to stuns from stealth attacks. * Inner Light (morph): This ability now increases your maximum Magicka by 5% instead of reducing your maximum Magicka when the ability is toggled on."
