family,page,template,param,value
skills,Online:Arctic Wind,ESO Skills With,7,Stun
skills,Online:Arctic Wind,ESO Skills With,8,Magicka Cost
skills,Online:Argonian Resistance,Online Skill Summary,id,45255
skills,Online:Argonian Resistance,Online Skill Summary,id1,36583
skills,Online:Argonian Resistance,Online Skill Summary,id2,45253
skills,Online:Argonian Resistance,Online Skill Summary,id3,45255
skills,Online:Argonian Resistance,Online Skill Summary,line,Argonian
skills,Online:Argonian Resistance,Online Skill Summary,type,Passive
skills,Online:Argonian Resistance,Online Skill Summary,icon,Argonian-Argonian Resistance
skills,Online:Argonian Resistance,Online Skill Summary,desc,Increases your Max Health by 333 and your Disease and Poison Resistance by 660.
skills,Online:Argonian Resistance,Online Skill Summary,desc2,Increases your Max Health by 666 and your Disease and Poison Resistance by 1320.
skills,Online:Argonian Resistance,Online Skill Summary,desc3,Increases your Max Health by 1000 and your Disease and Poison Resistance by 2310.
skills,Online:Argonian Resistance,Online Skill Summary,linerank1,10
skills,Online:Argonian Resistance,Online Skill Summary,linerank2,20
skills,Online:Argonian Resistance,Online Skill Summary,linerank3,40
skills,Online:Argonian Resistance,ESO Health Link,1,Maximum
skills,Online:Argonian Resistance,ESO Patch Note,1,2.1.4
skills,Online:Argonian Resistance,ESO Patch Note,2,* Increased the maximum health bonus from this passive to 2/4/6 from 1/2/3.
skills,Online:Argonian Resistance,ESO Patch Note,1,2.3.5
skills,Online:Argonian Resistance,ESO Patch Note,2,* Increased the maximum health bonus from this passive ability to 3/6/9% at Ranks I/II/III from 2/4/6%.
skills,Online:Argonian Resistance,ESO Patch Note,1,4.0.5
skills,Online:Argonian Resistance,ESO Patch Note,2,* Updated this ability's tooltip to indicate it grants immunity to the Poisoned and Diseased status effects.
skills,Online:Argonian Resistance,ESO Patch Note,1,4.3.5
skills,Online:Argonian Resistance,ESO Patch Note,2,* Gain 9% Max Health and 1485 Poison and Disease Resistance → Increases your Max Health by 1000 and your Disease Resistance by 2310. You are immune to the Diseased status effect.
skills,Online:Argonian Resistance,ESO Patch Note,1,6.3.5
skills,Online:Argonian Resistance,ESO Patch Note,2,"* This passive no longer grants immunity to the Diseased status effect, and once again grants an equal amount of Poison Resistance."
skills,Online:Argonian Resistance,ESO Skills With,1,Passive Effect
skills,Online:Argonian Resistance,ESO Skills With,2,Increase Max Health
skills,Online:Argonian Resistance,ESO Skills With,3,Resist Elements
skills,Online:Arrow Spray,Online Skill Summary,id,40765
skills,Online:Arrow Spray,Online Skill Summary,line,Bow
skills,Online:Arrow Spray,Online Skill Summary,icon,Bow-Arrow Spray
skills,Online:Arrow Spray,Online Skill Summary,desc,"Fire a burst of arrows in one shot, dealing [4612 / 4662 / 4713 / 4764] Physical Damage to enemies in front of you."
skills,Online:Arrow Spray,Online Skill Summary,desc1,"Cost: [3510 / 3420 / 3330 / 3240] Stamina, Duration: 4 seconds. Fire a burst of arrows in one shot, dealing 4764 Physical Damage to enemies in front of you. Enemies hit are immobilized for 4 seconds."
skills,Online:Arrow Spray,Online Skill Summary,desc2,"Duration: 4 seconds. Fire a burst of arrows in one shot, dealing 4764 Poison Damage to enemies in front of you, and dealing an additional [4335 / 4385 / 4430 / 4480] Poison Damage over 5 seconds."
skills,Online:Arrow Spray,Online Skill Summary,linerank,20
skills,Online:Arrow Spray,Online Skill Summary,cost,3510 Stamina
skills,Online:Arrow Spray,Online Skill Summary,attrib,Stamina
skills,Online:Arrow Spray,Online Skill Summary,casttime,Instant
skills,Online:Arrow Spray,Online Skill Summary,radius,20 meters
skills,Online:Arrow Spray,Online Skill Summary,target,Area
skills,Online:Arrow Spray,Online Skill Summary,morph1name,Bombard
skills,Online:Arrow Spray,Online Skill Summary,morph1id,40777
skills,Online:Arrow Spray,Online Skill Summary,morph1icon,Bow-Bombard
skills,Online:Arrow Spray,Online Skill Summary,morph1desc,Immobilizes enemies hit and reduces the cost as the ability ranks up.
skills,Online:Arrow Spray,Online Skill Summary,morph2name,Acid Spray
skills,Online:Arrow Spray,Online Skill Summary,morph2id,40789
skills,Online:Arrow Spray,Online Skill Summary,morph2icon,Bow-Acid Spray
skills,Online:Arrow Spray,Online Skill Summary,morph2desc,Deals Poison Damage and adds additional damage over time.
skills,Online:Arrow Spray,Online Skill Summary,image,ON-skill-Arrow Spray.jpg
skills,Online:Arrow Spray,Online Skill Summary,imgdesc,Arrow Spray and Bombard visual
skills,Online:Arrow Spray,ESO Patch Note,1,1.3.3
skills,Online:Arrow Spray,ESO Patch Note,2,* Eagle Eye: The tooltip for this item set no longer states that it increases the range of the ability Arrow Spray.
skills,Online:Arrow Spray,ESO Patch Note,1,1.4.3
skills,Online:Arrow Spray,ESO Patch Note,2,* Reduced the cost of this ability by approximately 10%. * Acid Spray: This ability no longer uses Spell Critical Strike.
skills,Online:Arrow Spray,ESO Patch Note,1,1.5.2
skills,Online:Arrow Spray,ESO Patch Note,2,* Fixed an issue where hitting a target with this ability wasn't removing the target's stealth effect. We also increased the area effect arc to better match the size of the effect. * Acid Spray: This ability now determines critical strikes based on the weapon critical rating instead of the spell critical rating. * Bombard: This ability now applies a snare after the immobilize ends.
skills,Online:Arrow Spray,ESO Patch Note,1,2.7.5
skills,Online:Arrow Spray,ESO Patch Note,2,* Adjusted the order of the Active Abilities in this skill line. They now unlock in the following order: ** Snipe ** Volley ** Magnum Shot ** Arrow Spray ** Poison Arrow
skills,Online:Arrow Spray,ESO Patch Note,1,3.2.5
skills,Online:Arrow Spray,ESO Patch Note,2,"* Increased the duration of the snare applied by this ability and its morphs to 6 seconds from 5 seconds. * Fixed an issue where some of the visual effects of this ability and its morphs were not aligned with the actual location of the damage cone. * Acid Spray: ** Increased the damage over time of this morph by approximately 65%. ** Increased the duration of the damage over time applied by this morph to 6 seconds from 5 seconds, causing it to tick for one additional instance of damage. * Bombard: Fixed an issue where the name of the debuff icon applied by this morph was incorrect."
skills,Online:Arrow Spray,ESO Patch Note,1,4.0.5
skills,Online:Arrow Spray,ESO Patch Note,2,* Acid Spray: Fixed an issue where the damage over time aspect of this morph could be reflected.
skills,Online:Arrow Spray,ESO Patch Note,1,4.1.5
skills,Online:Arrow Spray,ESO Patch Note,2,* Decreased the duration of the snare applied from this ability and its morphs to 4 seconds from 6 seconds.
skills,Online:Arrow Spray,ESO Patch Note,1,4.2.5
skills,Online:Arrow Spray,ESO Patch Note,2,* Acid Spray: Fixed an issue where the damage over time from this morph was breaking the invisibility of Shadow Cloak.
skills,Online:Arrow Spray,ESO Patch Note,1,4.2.7
skills,Online:Arrow Spray,ESO Patch Note,2,* The Damage over Time from Acid Spray can no longer proc Weapon Enchantments or poisons.
skills,Online:Arrow Spray,ESO Patch Note,1,4.3.5
skills,Online:Arrow Spray,ESO Patch Note,2,"* Removed the Snare from this ability and its morphs, but increased their damage by approximately 27% and reduced the costs by approximately 13%. * Acid Spray (morph): Increased the Damage over Time by approximately 40%, but added a 1 second delay between the initial hit and the first tick. The ability now lasts 4 seconds in total. * Bombard (morph): This morph retains the Snare and Immobilize, but ensures that both apply to the enemy, rather than only Snaring enemies who were initially affected by the Immobilize. Duration of the Immobilize now lasts up to 4 seconds, up from 2."
skills,Online:Arrow Spray,ESO Patch Note,1,7.3.5
skills,Online:Arrow Spray,ESO Patch Note,2,"* Bombard (morph): ** This morph no longer also snares targets. ** This morph now reduces its cost as the ability ranks up, rather than increasing the duration of the negative effects on it. The immobilize remains to be 4 seconds as it was at rank 4."
skills,Online:Arrow Spray,ESO Patch Note,1,9.0.5
skills,Online:Arrow Spray,ESO Patch Note,2,"* Acid Spray (morph): **Increased the damage per tick of the Damage over Time effect of this morph by approximately 1%. **The Damage over Time from this morph will now always apply to the target, rather than only when they do not already have the DoT active. **Increased the duration to 5 seconds, up from 4."
skills,Online:Arrow Spray,ESO Skills With,1,Physical Damage
skills,Online:Arrow Spray,ESO Skills With,2,Area of Effect
skills,Online:Arrow Spray,ESO Skills With,3,Immobilize
skills,Online:Arrow Spray,ESO Skills With,4,Poison Damage
skills,Online:Arrow Spray,ESO Skills With,5,Damage Over Time
skills,Online:Arrow Spray,ESO Skills With,6,Stamina Cost
skills,Online:Ash Cloud,Online Skill Summary,id,33778
skills,Online:Ash Cloud,Online Skill Summary,line,Ardent Flame
skills,Online:Ash Cloud,Online Skill Summary,icon,Earthen Heart-Ash Cloud
skills,Online:Ash Cloud,Online Skill Summary,desc,"Throw out a kindled flame, filling a large area with warmth for 15 seconds. This fire heals you and your allies at the target location for [459] Health every 1 second. Healed targets gain Minor Fortitude and Minor Heroism while inside, increasing Health Recovery by 15% and generating 1 Ultimate every 1.5 seconds."
skills,Online:Ash Cloud,Online Skill Summary,desc1,"Throw out a purifying flame, filling a large area with warmth for 15 seconds. This fire heals you and your allies at the target location for [460] Health every 1 second. This healing increases by 50% if you are in the area. Healed targets gain Minor Fortitude and Minor Heroism for 15 seconds, increasing Health Recovery by 15% and generating 1 Ultimate every 1.5 seconds."
skills,Online:Ash Cloud,Online Skill Summary,desc2,"Cost: [270] Magicka / 1s. Throw out a protective flame for 15 seconds, healing you and your allies inside for [680] Health every 1 second scaling off your Max Health. Healed targets gain Minor Fortitude and Minor Heroism while inside, increasing Health Recovery by 15% and generating 1 Ultimate every 1.5 seconds. You gain Minor Protection while inside, reducing damage taken by 10%. Enemies inside have their Movement Speed reduced by 70%."
skills,Online:Ash Cloud,Online Skill Summary,linerank,30
skills,Online:Ash Cloud,Online Skill Summary,cost,351 Magicka / 1s
skills,Online:Ash Cloud,Online Skill Summary,attrib,Magicka
skills,Online:Ash Cloud,Online Skill Summary,casttime,Instant
skills,Online:Ash Cloud,Online Skill Summary,range,22 meters
skills,Online:Ash Cloud,Online Skill Summary,radius,8 meters
skills,Online:Ash Cloud,Online Skill Summary,duration,15 seconds
skills,Online:Ash Cloud,Online Skill Summary,target,Ground
skills,Online:Ash Cloud,Online Skill Summary,morph1name,Fire Keeper
skills,Online:Ash Cloud,Online Skill Summary,morph1id,33797
skills,Online:Ash Cloud,Online Skill Summary,morph1icon,Earthen Heart-Cinder Storm
skills,Online:Ash Cloud,Online Skill Summary,morph1desc,Heals for significantly more if you stand in the area. Minor buffs persist after being healed.
skills,Online:Ash Cloud,Online Skill Summary,morph2name,Hearth and Home
skills,Online:Ash Cloud,Online Skill Summary,morph2id,33816
skills,Online:Ash Cloud,Online Skill Summary,morph2icon,Earthen Heart-Eruption
skills,Online:Ash Cloud,Online Skill Summary,morph2desc,"While inside, you gain Minor Protection and enemies move slower. Healing now scales of Max Health. Reduces the cost as the ability ranks up."
skills,Online:Ash Cloud,Online Skill Summary,image,ON-skill-Ash Cloud.jpg
skills,Online:Ash Cloud,Online Skill Summary,imgdesc,Ash Cloud
skills,Online:Ash Cloud,ESO Patch Note,1,2.3.5
skills,Online:Ash Cloud,ESO Patch Note,2,* Eruption: Increased the initial eruption damage from this morph by 22%.
skills,Online:Ash Cloud,ESO Patch Note,1,2.6.4
skills,Online:Ash Cloud,ESO Patch Note,2,"* Eclipse: Fixed an issue where this ability and the Total Dark morph could reflect snares from ground-placed ticking abilities, such as Caltrops or Ash Cloud, and cause you to move at extremely high speeds."
skills,Online:Ash Cloud,ESO Patch Note,1,3.1.5
skills,Online:Ash Cloud,ESO Patch Note,2,"* In an effort to reduce the visual effect noise in group combat situations, we've hidden most visual effects from persistent damaging area of effect abilities cast by your allies. Area of effect abilities that have a synergy, healing, or defensive component that can benefit you will still be visible, and area of effect abilities cast by enemies will also still be visible."
